EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5144981,ROCKINGHAM CO.,BRIDGEWATER,05/13/2000,1430,Wildfire, , ,0,0,0,0,VA,EST, ,1095265,C,165,LWX,0,0,NEWSPAPER, , , ,10,NW,10,NW,BRIDGEWATER,05/14/2000,1000, , , , ,"","Temperatures in the mid 80s to lower 90s in combination with humid conditions resulted in several rounds of thunderstorms across Northern and Central Virginia from midday through late evening on the 13th.  Several storms produced winds in excess of 55 MPH, large hail, frequent lightning, and very heavy downpours.  One storm produced a 4 mile long F1 tornado on the north side of Charlottesville.  At 7:45 PM a tornado touched down about 2 miles west of Charlottesville on the north side of Farmington Country Club and downed several trees.  It moved northeast across Barracks Road to Albemarle High School where it took insulation from underneath modular classrooms and splattered it along nearby walls.  The storm then crossed Hydraulic Road and Route 29 near Albemarle Square Shopping Center where it blew out a plate-glass window, injuring one customer. The tornado moved into the Woodbrook neighborhood where it damaged a few homes and trees then dissipated around 7:55 PM EDT.  Hundreds of trees in the path of this 300 yard wide tornado were downed or snapped.  The hardest hit areas were along Route 250 and Owensville Road, including the neighborhoods of Farmington, West Leigh, and Glenaire.  Just south of the tornado's path, straight line winds estimated between 80 and 100 MPH downed several trees, power lines, and telephone poles.  A storage place and its contents were also destroyed and homes nearby reported minor damage. One parked car and several guard rails were flattened by downed trees. Nearly 16,000 area customers lost power after the storm struck. 

In Loudoun County, quarter sized hail fell near the Route 15 Potomac River bridge northeast of Taylorstown.  Pea sized hail fell in South Riding.  Winds estimated between 70 and 90 MPH downed several trees near Snake Hill Road north of Middleburg.  Three people were injured by flying debris at an outdoor wedding and several parked cars were damaged by fallen trees. In Alexandria, downed trees blocked a portion of the George Washington Parkway north of Key Bridge and King Street.  Ten townhouses reported shingle and siding damage.  In Fairfax County, numerous trees were downed onto power lines, roads, and homes in the southern part of the county.  Hardest hit communities included Springfield, Mt. Vernon, Mason Neck State Park, and Ft. Belvoir.  A  wind gust of 53 MPH was recorded in Centreville and a gust of 90 MPH was recorded at Ft. Belvoir.  A home in Centreville caught on fire after being hit by lightning, resulting in $80,000 in damage.  Pea sized hail fell in Annandale.  In Prince William County, several trees and power lines were downed in Woodbridge.  A number of homes were damaged by fallen trees across the county.  Penny to golfball sized hail fell in Gainsville and quarter sized hail fell northwest of Nokesville.  Dime to quarter sized hail fell in Manassas and penny sized hail fell in Manassas Park.  Winds gusted to 52 knots at the Manassas Airport at 6:46 PM EDT.  Nearly 60,000 residents of Northern Virginia lost power as a direct result of the storm.  

In Orange County, trees and power lines were downed around 8:00 PM EDT.  In Fauquier County, golfball to tennis ball sized hail fell in Warrenton, damaging hundreds of cars, windows, and roofs.  Hail damage was estimated at 1 million dollars. A wind gust of 64 MPH was measured in Warrenton.  Walnut sized hail was reported in the northwest portion of the county where winds gusted to 65 MPH.  A tree fell onto a power line near Warrenton.  In Page County, several trees and power lines were downed near Luray and Rileyville.  One car on Cave Hill Road was hit by a falling tree.  A homeowner on Yager Spring Road reported part of a roof peeled back and a downed chimney.  Nearly 3100 county customers lost power and two homes where hit by lightning.  Pea to quarter sized hail fell in Luray.  A  computer in a home in Leaksville was melted by a bolt to lightning.  Another home near the Shenandoah River Bridge was destroyed by fire after lightning struck. In Rockingham County, trees were downed in Broadway.  In addition, a lightning strike started a forest fire about 5 miles northwest of Briery Branch.  The blaze charred nearly 100 acres of the George Washington National Forest southwest of Hone Quarry before being brought under control on the 14th.  In Warren County, trees were damaged in Bentonville.  In Shenandoah County, quarter to golfball sized hail fell in New Market.  In Rappahannock County, dime sized hail fell in the Washington area and golfball sized hail fell in Castleton.  In Highland County, quarter sized hail fell in New Hampden.",77
5146833,SARASOTA CO.,VENICE,05/14/2000,2000,Wildfire, , ,0,0,0,0,FL,EST, ,1095552,C,115,TBW,0,0,NEWSPAPER, , , ,6,ENE,6,ENE,VENICE,05/31/2000,2100, , , , ,"Lightning ignited a wildfire that consumed nearly 7,000 acres of brush and scrub trees along a rural and sparsely populated strip of Interstate 75 between exits 33 and 34 in the Carlton Reserve of southern Sarasota county.  The wildfire forced closure of Interstate 75 between exits 33 and 34 twice for a total of nearly 36 hours.","",78
5146831,SARASOTA CO.,SARASOTA,05/14/2000,2200,Wildfire, , ,0,0,0,0,FL,EST, ,1095550,C,115,TBW,0,0,NEWSPAPER, , , ,16,ESE,16,ESE,SARASOTA,05/15/2000,2100, , , , ,"Lightning ignited and burned nearly 500 acres of scrub trees and brush near Myakka River State Park.","",79
5146832,DE SOTO CO.,ARCADIA,05/14/2000,2200,Wildfire, , ,0,0,0,0,FL,EST, ,1095551,C,27,TBW,0,0,NEWSPAPER, , , ,6,E,6,E,ARCADIA,05/15/2000,2100, , , , ,"Lightning ignited and burned over 550 acres of scrub tree and brush at the Bright Hour Ranch east of Arcadia in De Soto county.","",80
5146917,LEE CO.,NORTH FT MYERS,05/15/2000,1300,Wildfire, , ,0,0,10000,0,FL,EST, ,1095554,C,71,TBW,0,0,GOVT OFFICIAL, , , , , , , ,NORTH FT MYERS,05/15/2000,1500, , , , ,"A wildfire consumed nearly 100 acres of scrub tree and brush in North Ft. Myers.  An outbuilding and travel trailer were also consumed by the wildfire.","",81
5143235,UPPER YUKON VALLEY CO.,BEAVER,05/18/2000,1400,Wildfire, , ,0,9,250000,0,AK,AST, ,1094852,C,5,AFG,0,0,NEWSPAPER, , , , , , , ,BEAVER,05/18/2000,1400, , , , ,"","Extremely dry condition and combined with wind caused a controlled-burn grass fire to spread in the village, destroying three homes.  The fire damaged less than a quarter of an acre of land and came under control before spreading to the nearby woods.
Injuries: one person: burns. eight persons: smoke inhalation.",82
5144714,SUSSEX CO.,DAGSBORO,05/18/2000,1700,Wildfire, , ,0,0,0,0,DE,EST, ,1095367,C,5,PHI,0,0,NEWSPAPER, , , , , , , ,DAGSBORO,05/19/2000,1230, , , , ,"","A wildfire exacerbated by gusty south winds circulating around a large high pressure system anchored off the south Atlantic Coast spread through a remote area of Dagsboro Hundred during the evening of the 18th. The blaze occurred near Sussex County Route 74 just to the west of Delaware State Route 20. Flames reached as high as 20 feet. Several firefighters suffered exhaustion, two had to be hospitalized. The fire was extinguished at 130 a.m. EDT on the 19th. About seven acres were burned. The peak wind gust at the New Castle County Airport was 30 mph and sustained winds averaged 20 mph.",83
5145653,CITRUS CO.,HOMOSASSA,05/19/2000,1200,Wildfire, , ,0,0,0,0,FL,EST, ,1095555,C,17,TBW,0,0,GOVT OFFICIAL, , , , , , , ,HOMOSASSA,05/19/2000,1800, , , , ,"A wildfire consumed nearly 120 acres of brush and trees in Homosassa over western Citrus county.","",84
5146537,ALACHUA CO.,WALDO,05/21/2000,800,Wildfire, , ,0,0,0,0,FL,EST, ,1095170,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,WALDO,05/21/2000,800, , , , ,"","A 70 acre brush fire was responded to by local fire departments and the Division of Forestry. The fire was contained and no injuries, structure damage or evacuations reported.",85
5149914,COCONINO CO.,WILLIAMS,05/24/2000,1300,Wildfire, , ,0,0,0,0,AZ,MST, ,1096639,C,5,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,WILLIAMS,05/31/2000,0, , , , ,"The Pumpkin fire started on May 24, 2000 and had burned 9500 acres by the end of May.  The fire was started by lightning on the afternoon of May 24, 2000.  The fire was burning in the wilderness area of Kendrick Peak and was 40 percent contained by May 31, 2000.","",86
5150500,COCONINO CO.,HAPPY JACK,05/24/2000,2200,Wildfire, , ,0,0,50000,0,AZ,MST, ,1096633,C,5,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,HAPPY JACK,05/25/2000,1000, , , , ,"The clover fire near Happy Jack , AZ burned approximately 150 acres in ponderosa pine.  A fire truck was engulfed in flames and lost during the fire fighting effort.","",87
5146539,MARION CO.,COUNTYWIDE,05/28/2000,800,Wildfire, , ,0,0,100000,0,FL,EST, ,1095172,C,83,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,05/28/2000,800, , , , ,"","The Central Florida Collision Building caught on fire due to a small grass fire.",88
5146538,ALACHUA CO.,COUNTYWIDE,05/29/2000,800,Wildfire, , ,0,0,0,0,FL,EST, ,1095171,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,05/29/2000,800, , , , ,"","A 75-acre brush fire. County Road 225 at County Road 340 are closed. No injuries, structure damage, or evacuations reported.",89
5150501,YAVAPAI CO.,OAK CREEK CANYON ARPT,05/29/2000,1100,Wildfire, , ,0,0,0,0,AZ,MST, ,1096634,C,25,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,OAK CREEK CANYON ARPT,05/30/2000,1600, , , , ,"The Vultee fire started in Oak Creek Canyon and burned just over 50 acres of wilderness area.","",90
5146916,HILLSBOROUGH CO.,LITHIA,05/29/2000,1400,Wildfire, , ,0,0,0,0,FL,EST, ,1095553,C,57,TBW,0,0,NEWSPAPER, , , ,2,NE,2,NE,LITHIA,05/29/2000,1800, , , , ,"Sparks from a moving freight train ignited two seperate wildfires that consumed nearly 600 acres of brush and scrub trees near County Road 37 and Keysville Road over rural eastern Hillsborough county.","",91
5144513,SAN MIGUEL CO.,PECOS,05/30/2000,1700,Wildfire, , ,0,0,1200000,0,NM,MST, ,1095103,C,47,ABQ,0,0,GOVT OFFICIAL, , , ,10,NE,10,NE,PECOS,05/31/2000,2359, , , , ,"","The Viveash Mesa Fire in northwest San Miguel County began May 30 from unknown causes and quickly spread in hot and dry conditions to consume nearly 30,000 acres of  wildland forest. Several ranch buildings were lost to this fire in remote area of the Carson National Forest. The fire briefly threatened the watersheds providing municipal water for the city of Las Vegas, NM. Containment costs exceeded one  million dollars.",92
5150889,COCONINO CO.,WILLIAMS,06/01/2000,0,Wildfire, , ,0,0,0,0,AZ,MST, ,1097192,C,5,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,WILLIAMS,06/01/2000,0, , , , ,"","The Pumpkin fire was lightning caused on the afternoon of  May 24, 2000 and burned 9500 acres by the end of May.  The fire was burning in the wilderness area of Kendrick Peak and was 40 percent contained by May 31.  A total of 14,760 acres (5,260 acres in June) burned by the time it was 100% contained on June 9, 2000.   Pockets of fire continued to burn well into the rainy season and the fire was declaired controlled on August 21, 2000.  The total cost was about $6.5 million.  Only one abandoned cabin was lost.",93
5152060,ALACHUA CO.,COUNTYWIDE,06/01/2000,1,Wildfire, , ,0,0,0,0,FL,EST, ,1097568,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,06/15/2000,1, , , , ,"Reports that a total of 4,150 acres have burned throughout the County","",94
5148777,GLADES CO.,PALMDALE,06/03/2000,1820,Wildfire, , ,0,0,8000,0,FL,EST, ,1096943,C,43,MFL,0,0,NEWSPAPER, , , , , , , ,PALMDALE,06/03/2000,1820, , , , ,"","A 500-acre brush fire destroyed eight hunting camps and temporarily closed CR-74.",95
5150888,COCONINO CO.,JACOB LAKE,06/04/2000,1100,Wildfire, , ,0,0,0,0,AZ,MST, ,1097191,C,5,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,JACOB LAKE,06/05/2000,1800, , , , ,"","The Outlet Fire began as a prescribed burn on April 25.  On May 9, the fire was still within the planned enviromental conditions when it was declared a wildland fire.  The fire was declaired 100% contained the evening of May 21.  In all,  13,350 acers burned,  over 1,200 fire personel were invovled,  and nearly 35 miles of hand line were constructed around the fire.  The fire continued to burn inside fire lines long after containment.  On June 4,  strong wind pushed the fire off the canyon rim.  This fire then burned back up onto the canyon rim and burned an additional 500 acres outside the fire lines.  This part of the fire was contained again on June 5.",96
5155110,HONOLULU CO.,KAWAILOA,06/04/2000,1200,Wildfire, , ,0,0,0,0,HI,HST, ,1099883,C,3,HFO,0,0,NEWSPAPER, , , , , , , ,KAWAILOA,06/06/2000,1800, , , , ,"","An unknown number of acres were burned in the Kawailoa Forest Reserve above Waimea Falls Park.  The dry conditions in the area contributed to the fire's initiation and persistence.  No serious injuries or damage were reported.",97
5151285,SAN DIEGO CO.,POWAY,06/04/2000,1344,Wildfire, , ,0,0,0,0,CA,PST, ,1096811,C,73,SGX,0,0,NEWSPAPER, , , ,1,E,1,E,POWAY,06/05/2000,700, , , , ,"","A brush fire grew rapidily to 2000 acres due to the hot dry weather conditions.",98
5148778,BROWARD CO.,PLANTATION,06/04/2000,1728,Wildfire, , ,0,0,10000,0,FL,EST, ,1096944,C,11,MFL,0,0,NEWSPAPER, , , ,5,W,5,W,PLANTATION,06/04/2000,1728, , , , ,"","A 3-acre brush fire destroyed two storage sheds in Weston.",99
5148779,GLADES CO.,ORTONA,06/04/2000,1906,Wildfire, , ,0,0,25000,0,FL,EST, ,1096945,C,43,MFL,0,0,NEWSPAPER, , , ,13,W,13,W,ORTONA,06/04/2000,1906, , , , ,"","Several lightning-initiated fires burned 200+ acres near Muce destroying two mobile homes.",100
5148780,PALM BEACH CO.,PALM BEACH GARDENS,06/05/2000,1430,Wildfire, , ,0,0,0,0,FL,EST, ,1096946,C,99,MFL,0,0,NEWSPAPER, , , ,5,W,5,W,PALM BEACH GARDENS,06/05/2000,1430, , , , ,"","Several lightning-initiated fires burned 200+ acres  near the Beeline Highway.",101
5152857,TAYLOR CO.,SHADY GROVE,06/08/2000,1600,Wildfire, , ,0,0,0,0,FL,EST, ,1097784,C,123,TAE,0,0,EMERGENCY MANAGER, , , ,1,E,1,E,SHADY GROVE,06/09/2000,2100, , , , ,"200 acres scorched near San Pedro Bay on County Road 14.  Several homes were threatened.  Reported by the Taylor County EMA.","",102
5164488,JEFFERSON CO.,PINE,06/12/2000,1430,Wildfire, , ,0,0,12000000,0,CO,MST, ,1098210,C,59,BOU,0,0,NEWSPAPER, , , ,2,NW,2,NW,PINE,06/17/2000,2300, , , , ,"","Two large wildfires developed in the Front Range Foothills of Colorado as careless campers and very dry conditions proved to be a dangerous combination.  Strong winds gusting in excess of 60 mph on the 13th, fanned the flames, spreading both wildfires out of control.   The Hi Meadows wildfire, about 35 miles southwest of Denver, consumed 10,800 acres and 80 structures, mostly high priced homes.  The Bobcat wildfire, located about 12 miles southwest of Fort Collins, consumed 10,600 acres and 22 structures.  Mother Nature, initially a nemesis to firefighters, also played the key role in dousing the flames.  Late on the 16th, a strong cold front moved into northeastern Colorado.  Upslope conditions developed in the wake of the front, allowing 2 to 4 inches of snowfall overnight at elevations above 8,500 feet.   Firefighters were able to contain both wildfires shortly thereafter.

Initial damage estimates for the two wildfires was $15 million; but this estimate was expected to climb even further.  The preliminary damage estimates from these fires eclipsed the $10 million in total property losses sustained in the Black Tiger wildfire that occurred on Sugarloaf Mountain near Boulder in 1989.  As a result, the initial damage estimate already makes the Hi Meadows and Bobcat wildfires the costliest to strike the Front Range Foothills.",103
5164185,LARIMER CO.,DRAKE,06/12/2000,1430,Wildfire, , ,0,0,3000000,0,CO,MST, ,1098210,C,69,BOU,0,0,NEWSPAPER, , , ,1,NW,1,NW,DRAKE,06/17/2000,2300, , , , ,"","Two large wildfires developed in the Front Range Foothills of Colorado as careless campers and very dry conditions proved to be a dangerous combination.  Strong winds gusting in excess of 60 mph on the 13th, fanned the flames, spreading both wildfires out of control.   The Hi Meadows wildfire, about 35 miles southwest of Denver, consumed 10,800 acres and 80 structures, mostly high priced homes.  The Bobcat wildfire, located about 12 miles southwest of Fort Collins, consumed 10,600 acres and 22 structures.  Mother Nature, initially a nemesis to firefighters, also played the key role in dousing the flames.  Late on the 16th, a strong cold front moved into northeastern Colorado.  Upslope conditions developed in the wake of the front, allowing 2 to 4 inches of snowfall overnight at elevations above 8,500 feet.   Firefighters were able to contain both wildfires shortly thereafter.

Initial damage estimates for the two wildfires was $15 million; but this estimate was expected to climb even further.  The preliminary damage estimates from these fires eclipsed the $10 million in total property losses sustained in the Black Tiger wildfire that occurred on Sugarloaf Mountain near Boulder in 1989.  As a result, the initial damage estimate already makes the Hi Meadows and Bobcat wildfires the costliest to strike the Front Range Foothills.",104
5154530,MONTEZUMA CO.,CORTEZ,06/22/2000,1400,Wildfire, , ,0,0,0,0,CO,MST, ,1097838,C,83,GJT,0,0,NEWSPAPER, , , ,2,NNW,2,NNW,CORTEZ,06/22/2000,1700, , , , ,"","Lightning sparked a fire in a wooded area which took firefighters three hours to contain.  The fire scorched three acres.",105
5154601,ROUTT CO.,OAK CREEK,06/22/2000,1515,Wildfire, , ,0,0,0,0,CO,MST, ,1097839,C,107,GJT,0,0,NEWSPAPER, , , ,8,ENE,8,ENE,OAK CREEK,06/22/2000,1900, , , , ,"","Lightning ignited a forest fire in the Service Creek Wilderness Area which burned about a quarter of an acre before being contained.",106
5148862,PALM BEACH CO.,JUPITER,06/24/2000,1200,Wildfire, , ,0,0,0,0,FL,EST, ,1096957,C,99,MFL,0,0,NEWSPAPER, , , , , , , ,JUPITER,06/24/2000,1600, , , , ,"","A lightning-initiated wild fire burned 50 acres in Jonathan Dickinson State Park, causing an evacuation of park visitors.  The fire also forced the closing of the FEC railroad for two hours.",107
5155416,HAWAII CO.,VOLCANO,07/01/2000,100,Wildfire, , ,0,0,0,0,HI,HST, ,1100282,C,1,HFO,0,0,NEWSPAPER, , , , , , , ,VOLCANO,07/05/2000,1500, , , , ,"","A brush and grassland fire burned 1000 acres in Hawaii Volcanoes National Park over a four-and-a-half day period in early July.  Although the fire came within 30 feet of the Kipuka Puaulu Picnic Shelter, the structure remained undamaged.  No other damage or serious injuries were reported.",108
5153698,KLAMATH CO.,COUNTYWIDE,07/01/2000,645,Wildfire, , ,0,0,0,0,OR,PST, ,1098611,C,35,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,07/02/2000,55, , , , ,"See below.","A Red Flag Warning was issued at the above time for fire weather zones 624/625, which includes most of Klamath and Lake counties.
The warning was due to forecast moderate northwest winds 15 to 25 mph and low minimum relative humidities between 15 and 20 percent.  Verifying data was not available.",109
5153699,LAKE CO.,COUNTYWIDE,07/01/2000,645,Wildfire, , ,0,0,0,0,OR,PST, ,1098611,C,37,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,07/02/2000,55, , , , ,"See below.","A Red Flag Warning was issued at the above time for fire weather zones 624/625, which includes most of Klamath and Lake counties.
The warning was due to forecast moderate northwest winds 15 to 25 mph and low minimum relative humidities between 15 and 20 percent.  Verifying data was not available.",110
5155248,RIO BLANCO CO.,MEEKER,07/01/2000,1300,Wildfire, , ,0,0,0,0,CO,MST, ,1100315,C,103,GJT,0,0,PARK/FOREST SERVICE, , , ,16,NW,16,NW,MEEKER,07/02/2000,1600, , , , ,"","Lightning sparked a wildfire which consumed 120 acres of forest.",111
5170938,BEAVERHEAD CO.,GRANT,07/02/2000,1700,Wildfire, , ,0,0,0,0,MT,MST, ,1101612,C,1,TFX,0,0,EMERGENCY MANAGER, , , ,10,SW,10,SW,GRANT,07/04/2000,1700, , , , ,"Bachelor Mtn. fire, 400 acres burned, lightning caused.","",112
5173475,MESA CO.,GATEWAY,07/03/2000,1400,Wildfire, , ,0,0,0,0,CO,MST, ,1100333,C,77,GJT,0,0,NEWSPAPER, , , ,2,W,2,W,GATEWAY,07/09/2000,1700, , , , ,"","Lightning sparked a wildfire which burned 4960 acres.",113
5155239,MOFFAT CO.,CRAIG,07/03/2000,1600,Wildfire, , ,0,0,0,0,CO,MST, ,1100306,C,81,GJT,0,0,PARK/FOREST SERVICE, , , ,70,W,70,W,CRAIG,07/16/2000,2000, , , , ,"","A lightning caused wildfire consumed over 11,000 acres in extreme northwest Colorado.",114
5173479,GRAND CO.,CISCO,07/04/2000,1700,Wildfire, , ,0,0,0,0,UT,MST, ,1100337,C,19,GJT,0,0,PARK/FOREST SERVICE, , , ,30,N,30,N,CISCO,07/06/2000,2000, , , , ,"","A lightning ignited wildfire burned 17 acres.",115
5155244,RIO BLANCO CO.,RANGELY,07/04/2000,1800,Wildfire, , ,0,0,0,0,CO,MST, ,1100311,C,103,GJT,0,0,PARK/FOREST SERVICE, , , ,15,SW,15,SW,RANGELY,07/08/2000,1900, , , , ,"","A lightning ignited fire consumed 747 acres of trees and brush.",116
5162916,BAY CO.,PANAMA CITY,07/05/2000,1330,Wildfire, , ,0,0,10000,0,FL,EST, ,1099691,C,5,TAE,0,0,NEWSPAPER, , , ,10,E,10,E,PANAMA CITY,07/13/2000,900, , , , ,"A 63-acre controlled burn went awry in the East Callaway Heights area.  The blaze which was contained eight days later, scorched nearly 1,000 acres.  Numerous homes were threatened, but there were no mandatory evacuations.  A barn and a shed were consumed at a residence on Dogwood Way.  More than 100 firefighters and the Florida Division of Forestry fought the blaze.  County officials closed a section of State Road 22 between Star Avenue and the Bay County line due to smoke.  Reported by the Panama City News Herald.","",117
5153887,WICHITA CO.,WICHITA FALLS,07/06/2000,1000,Wildfire, , ,0,2,40000,0,TX,CST, ,1098653,C,485,OUN,0,0,NEWSPAPER, , , , , , , ,WICHITA FALLS,07/06/2000,1400, , , , ,"A wildfire developed just outside the city limits of Wichita Falls on the east side near Harding Street, and started when a resident in the area began to burn trash in his back yard. The dry conditions and strong winds allowed the fire to spread rapidly northward up a hill toward Mesa Street. Dozens of acres of pasture burned, along with 13, old, unoccupied homes, outbuildings, sheds, and 2 vehicles. Several hours were required to gain control of the fire which received assistance from 14 volunteer fire departments. Two firefighters sufferred heat stroke and were taken to a local hospital for treatment.","",118
5173470,MOFFAT CO.,ELK SPGS,07/08/2000,1230,Wildfire, , ,0,0,0,0,CO,MST, ,1100328,C,81,GJT,0,0,PARK/FOREST SERVICE, , , ,5,S,5,S,ELK SPGS,07/09/2000,1600, , , , ,"","Lightning ignited a wildfire which burned 14 acres.",119
5173468,ROUTT CO.,STEAMBOAT SPGS,07/08/2000,1300,Wildfire, , ,0,0,0,0,CO,MST, ,1100326,C,107,GJT,0,0,PARK/FOREST SERVICE, , , ,24,SW,24,SW,STEAMBOAT SPGS,07/08/2000,2000, , , , ,"","Lightning ignited a wildfire which consumed 20 acres of forest.",120
5162672,GULF CO.,SOUTHWEST PORTION,07/08/2000,1400,Wildfire, , ,0,0,0,0,FL,EST, ,1099689,C,45,TAE,0,0,NEWSPAPER, , , , , , , ,SOUTHWEST PORTION,07/17/2000,1700, , , , ,"Lightning sparked a wildfire at the tip of St. Joseph Peninsula.  The blaze consumed approximately 650 acres.  Reported by the Gulf County Star.","",121
5155989,GILA CO.,YOUNG,07/10/2000,1500,Wildfire, , ,0,0,0,0,AZ,MST, ,1100424,C,7,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , ,YOUNG,07/13/2000,1800, , , , ,"The Tanner Fire was caused by lightning on July 10 about 20 miles south of Young.  The fire was contained on July 13 after 316 acres had burned.","",122
5154584,LEMHI CO.,SHOUP,07/10/2000,1700,Wildfire, , ,0,0,0,0,ID,MST, ,1098526,C,59,MSO,0,0,NEWSPAPER, , , , , , , ,SHOUP,07/31/2000,0, , , , ,"","More than 50,000 acres of forest burned from a lightning started fire. Fire started near Shoup over the Clear Creek drainage in northwest Lemhi County. One outbuilding and a outhouse burned.",123
5170940,BLAINE CO.,HAYS,07/11/2000,1000,Wildfire, , ,0,0,0,0,MT,MST, ,1101614,C,5,TFX,0,0,EMERGENCY MANAGER, , , ,20,N,20,N,HAYS,07/11/2000,2100, , , , ,"Ivan fire, 500 acres burned, human caused.","",124
5155798,CHARLTON CO.,ST GEORGE,07/11/2000,1900,Wildfire, , ,0,0,0,0,GA,EST, ,1100201,C,49,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,ST GEORGE,07/11/2000,2030, , , , ,"Many wildfires due to lightning.","",125
5176172,CUSTER CO.,WIND CAVE,07/14/2000,1000,Wildfire, , ,0,0,0,0,SD,MST, ,1099228,C,33,UNR,0,0,OTHER FEDERAL AGENCY, , , , , , , ,WIND CAVE,07/14/2000,1000, , , , ,"Lightning caused a wildfire that burned 1,136 acres of Wind Cave National Park.","",126
5176175,CROOK CO.,COUNTYWIDE,07/14/2000,1000,Wildfire, , ,0,0,0,0,WY,MST, ,1099229,C,11,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,07/14/2000,1000, , , , ,"Lightning caused 7 wildfires throughout the county.  The largest was 400 acres.","",127
5176174,JACKSON CO.,COUNTYWIDE,07/14/2000,1000,Wildfire, , ,0,0,0,0,SD,MST, ,1099228,C,71,UNR,0,0,NEWSPAPER, , , , , , , ,COUNTYWIDE,07/14/2000,1000, , , , ,"Lightning caused seven small wildfires throughout the county. Fires were generally contained within several hours.","",128
5176173,FALL RIVER CO.,EDGEMONT,07/14/2000,1200,Wildfire, , ,0,0,0,0,SD,MST, ,1099228,C,47,UNR,0,0,OTHER FEDERAL AGENCY, , , ,5,E,5,E,EDGEMONT,07/14/2000,1200, , , , ,"Lightning caused a wildfire that burned 150 acres to the east of Edgemont.","",129
5153705,LAKE CO.,COUNTYWIDE,07/14/2000,1245,Wildfire, , ,0,0,0,0,OR,PST, ,1098614,C,37,MFR,0,0,OFFICIAL NWS OBS., , , , , , , ,COUNTYWIDE,07/15/2000,620, , , , ,"See below.","A Red Flag Warning was issued for the southeast portion of fire weather zone 625 (southeast Lake County) for gusty winds and low humidities.  A survey of the four RAWS stations in the area indicated that southwest to west winds 15 to 20 mph combined with single digit humidities was widespread between 1400 PDT and 2100 PDT.  The winds decreased around 2100 PDT and the humidities recovered to the 50-70% range much later that night.  So...it looks like the Red Flag was a good call for a short period of time.",130
5162917,BAY CO.,ALLANTON,07/14/2000,1430,Wildfire, , ,0,0,0,0,FL,EST, ,1099692,C,5,TAE,0,0,NEWSPAPER, , , , , , , ,ALLANTON,07/14/2000,2300, , , , ,"Lightning ignited a wildfire just southeast of the intersection of Alvie Road and County Road 2297 in Allanton.  The blaze consumed nearly 700 acres.  Firefighters from Bay County, the Florida Division of Forestry, and Callaway battled the blaze.  No homes were threatened.  Reported by the Panama City News Herald.","",131
5173480,GRAND CO.,CISCO,07/15/2000,1630,Wildfire, , ,0,0,0,0,UT,MST, ,1100338,C,19,GJT,0,0,PARK/FOREST SERVICE, , , ,8,E,8,E,CISCO,07/16/2000,2000, , , , ,"","Lightning ignited a wildfire which consumed 55 acres.",132
5162969,FLAGLER CO.,COUNTYWIDE,07/16/2000,1230,Wildfire, , ,0,0,0,0,FL,EST, ,1100206,C,35,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,07/16/2000,1230, , , , ,"Small brush fires due to lightning.","",133
5173476,DOLORES CO.,CAHONE,07/16/2000,1600,Wildfire, , ,0,0,0,0,CO,MST, ,1100334,C,33,GJT,0,0,NEWSPAPER, , , ,6,ESE,6,ESE,CAHONE,07/19/2000,2200, , , , ,"","Lightning sparked a wildfire which consumed 60 acres of ponderosa pine and oak brush.",134
